priority_rank,sku,product_name,category,location,zone,latest_system_qty,latest_physical_qty,quantity_variance,absolute_quantity_variance,unit_cost,inventory_value,location_adjustment_exposure,variance_event_count,recurring_variance,count_records,recount_count,recount_rate,transaction_volume,location_recurrence_flag,control_tier,control_reason,count_action_flag,priority_score,recommended_count_frequency
3302,SKU0213,Safety Supplies 0213,Safety Supplies,Z2-B03,Z2,531,531,0,0,72.10,38285.10,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3303,SKU0235,Tools 0235,Tools,Z2-B01,Z2,749,749,0,0,33.50,25091.50,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3304,SKU0248,Maintenance Parts 0248,Maintenance Parts,Z1-B04,Z1,1060,1060,0,0,81.60,86496.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3305,SKU0250,Material Handling 0250,Material Handling,Z3-B02,Z3,564,564,0,0,89.00,50196.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3306,SKU0251,Industrial Supplies 0251,Industrial Supplies,Z3-B02,Z3,0,0,0,0,540.50,0.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3307,SKU0255,Tools 0255,Tools,Z2-B01,Z2,801,801,0,0,107.50,86107.50,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3308,SKU0279,Shipping Supplies 0279,Shipping Supplies,Z3-B01,Z3,660,660,0,0,76.30,50358.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3309,SKU0285,Tools 0285,Tools,Z1-B03,Z1,1001,1001,0,0,98.50,98598.50,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3310,SKU0291,Industrial Supplies 0291,Industrial Supplies,Z1-B01,Z1,656,656,0,0,120.70,79179.20,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3311,SKU0295,Tools 0295,Tools,Z1-B01,Z1,966,966,0,0,15.50,14973.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3312,SKU0013,Safety Supplies 0013,Safety Supplies,Z1-B01,Z1,0,0,0,0,191.50,0.00,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3313,SKU0015,Tools 0015,Tools,Z2-B01,Z2,963,963,0,0,59.50,57298.50,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3314,SKU0017,Fasteners 0017,Fasteners,Z2-B03,Z2,1074,1074,0,0,66.90,71850.60,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3315,SKU0021,Industrial Supplies 0021,Industrial Supplies,Z1-B03,Z1,689,689,0,0,81.70,56291.30,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3316,SKU0031,Industrial Supplies 0031,Industrial Supplies,Z2-B01,Z2,817,817,0,0,118.70,96977.90,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3317,SKU0042,Electrical Components 0042,Electrical Components,Z3-B02,Z3,992,992,0,0,39.40,39084.80,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3318,SKU0053,Safety Supplies 0053,Safety Supplies,Z2-B03,Z2,1052,1052,0,0,80.10,84265.20,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3319,SKU0060,Material Handling 0060,Material Handling,Z2-B04,Z2,832,832,0,0,106.00,88192.00,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3320,SKU0060,Material Handling 0060,Material Handling,Z3-B04,Z3,860,860,0,0,106.00,91160.00,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3321,SKU0062,Electrical Components 0062,Electrical Components,Z3-B02,Z3,1068,1068,0,0,113.40,121111.20,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3322,SKU0071,Industrial Supplies 0071,Industrial Supplies,Z2-B01,Z2,1009,1009,0,0,26.70,26940.30,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3323,SKU0074,Packaging 0074,Packaging,Z1-B02,Z1,454,454,0,0,37.80,17161.20,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3324,SKU0078,Maintenance Parts 0078,Maintenance Parts,Z3-B02,Z3,803,803,0,0,52.60,42237.80,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3325,SKU0089,Shipping Supplies 0089,Shipping Supplies,Z1-B03,Z1,955,955,0,0,93.30,89101.50,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3326,SKU0108,Maintenance Parts 0108,Maintenance Parts,Z1-B04,Z1,886,886,0,0,43.60,38629.60,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3327,SKU0124,Packaging 0124,Packaging,Z1-B04,Z1,716,716,0,0,102.80,73604.80,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3328,SKU0126,Consumables 0126,Consumables,Z3-B02,Z3,1033,1033,0,0,110.20,113836.60,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3329,SKU0130,Material Handling 0130,Material Handling,Z1-B02,Z1,475,475,0,0,5.00,2375.00,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3330,SKU0134,Packaging 0134,Packaging,Z1-B02,Z1,830,830,0,0,19.80,16434.00,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3331,SKU0139,Shipping Supplies 0139,Shipping Supplies,Z3-B01,Z3,496,496,0,0,38.30,18996.80,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3332,SKU0140,Material Handling 0140,Material Handling,Z2-B04,Z2,576,576,0,0,42.00,24192.00,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3333,SKU0145,Tools 0145,Tools,Z2-B03,Z2,1037,1037,0,0,60.50,62738.50,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3334,SKU0153,Safety Supplies 0153,Safety Supplies,Z1-B03,Z1,755,755,0,0,90.10,68025.50,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3335,SKU0206,Consumables 0206,Consumables,Z1-B02,Z1,661,661,0,0,46.20,30538.20,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3336,SKU0209,Shipping Supplies 0209,Shipping Supplies,Z1-B03,Z1,803,803,0,0,57.30,46011.90,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3337,SKU0229,Shipping Supplies 0229,Shipping Supplies,Z2-B03,Z2,1009,1009,0,0,11.30,11401.70,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3338,SKU0241,Industrial Supplies 0241,Industrial Supplies,Z1-B03,Z1,473,473,0,0,55.70,26346.10,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3339,SKU0243,Safety Supplies 0243,Safety Supplies,Z3-B01,Z3,612,612,0,0,63.10,38617.20,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3340,SKU0264,Packaging 0264,Packaging,Z3-B04,Z3,845,845,0,0,20.80,17576.00,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3341,SKU0267,Fasteners 0267,Fasteners,Z3-B01,Z3,1098,1098,0,0,31.90,35026.20,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3342,SKU0275,Tools 0275,Tools,Z3-B01,Z3,946,946,0,0,61.50,58179.00,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3343,SKU0287,Fasteners 0287,Fasteners,Z3-B01,Z3,498,498,0,0,105.90,52738.20,0.00,0,N,13,0,0.00,103,N,Routine,Routine: no recurring variance or recount pattern,N,5.18,Quarterly
3344,SKU0001,Industrial Supplies 0001,Industrial Supplies,Z1-B03,Z1,577,577,0,0,7.70,4442.90,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3345,SKU0004,Packaging 0004,Packaging,Z3-B04,Z3,875,875,0,0,18.80,16450.00,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3346,SKU0009,Shipping Supplies 0009,Shipping Supplies,Z1-B03,Z1,531,531,0,0,37.30,19806.30,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3347,SKU0010,Material Handling 0010,Material Handling,Z1-B02,Z1,578,578,0,0,41.00,23698.00,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3348,SKU0012,Electrical Components 0012,Electrical Components,Z3-B04,Z3,844,844,0,0,48.40,40849.60,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3349,SKU0013,Safety Supplies 0013,Safety Supplies,Z3-B01,Z3,0,0,0,0,191.50,0.00,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3350,SKU0014,Packaging 0014,Packaging,Z3-B02,Z3,889,889,0,0,55.80,49606.20,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3351,SKU0027,Fasteners 0027,Fasteners,Z1-B01,Z1,1147,1147,0,0,103.90,119173.30,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3352,SKU0048,Maintenance Parts 0048,Maintenance Parts,Z2-B04,Z2,730,730,0,0,61.60,44968.00,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3353,SKU0073,Safety Supplies 0073,Safety Supplies,Z1-B03,Z1,1060,1060,0,0,34.10,36146.00,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3354,SKU0075,Tools 0075,Tools,Z1-B01,Z1,487,487,0,0,41.50,20210.50,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3355,SKU0098,Maintenance Parts 0098,Maintenance Parts,Z1-B02,Z1,804,804,0,0,6.60,5306.40,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3356,SKU0107,Fasteners 0107,Fasteners,Z1-B01,Z1,866,866,0,0,39.90,34553.40,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3357,SKU0107,Fasteners 0107,Fasteners,Z3-B01,Z3,886,886,0,0,39.90,35351.40,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3358,SKU0115,Tools 0115,Tools,Z1-B01,Z1,698,698,0,0,69.50,48511.00,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3359,SKU0116,Consumables 0116,Consumables,Z3-B04,Z3,889,889,0,0,73.20,65074.80,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3360,SKU0125,Tools 0125,Tools,Z2-B03,Z2,907,907,0,0,106.50,96595.50,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3361,SKU0134,Packaging 0134,Packaging,Z3-B02,Z3,799,799,0,0,19.80,15820.20,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3362,SKU0136,Consumables 0136,Consumables,Z3-B04,Z3,1070,1070,0,0,27.20,29104.00,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3363,SKU0168,Maintenance Parts 0168,Maintenance Parts,Z2-B04,Z2,627,627,0,0,25.60,16051.20,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3364,SKU0191,Industrial Supplies 0191,Industrial Supplies,Z3-B01,Z3,921,921,0,0,110.70,101954.70,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3365,SKU0198,Maintenance Parts 0198,Maintenance Parts,Z1-B02,Z1,678,678,0,0,16.60,11254.80,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3366,SKU0211,Industrial Supplies 0211,Industrial Supplies,Z2-B01,Z2,1033,1033,0,0,64.70,66835.10,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3367,SKU0221,Industrial Supplies 0221,Industrial Supplies,Z2-B03,Z2,1019,1019,0,0,101.70,103632.30,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3368,SKU0249,Shipping Supplies 0249,Shipping Supplies,Z1-B03,Z1,1029,1029,0,0,85.30,87773.70,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3369,SKU0255,Tools 0255,Tools,Z3-B01,Z3,919,919,0,0,107.50,98792.50,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3370,SKU0258,Maintenance Parts 0258,Maintenance Parts,Z3-B02,Z3,1068,1068,0,0,118.60,126664.80,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3371,SKU0259,Shipping Supplies 0259,Shipping Supplies,Z1-B01,Z1,1144,1144,0,0,122.30,139911.20,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3372,SKU0268,Maintenance Parts 0268,Maintenance Parts,Z1-B04,Z1,1179,1179,0,0,35.60,41972.40,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3373,SKU0272,Electrical Components 0272,Electrical Components,Z3-B04,Z3,826,826,0,0,50.40,41630.40,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3374,SKU0284,Packaging 0284,Packaging,Z3-B04,Z3,1014,1014,0,0,94.80,96127.20,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3375,SKU0291,Industrial Supplies 0291,Industrial Supplies,Z2-B01,Z2,764,764,0,0,120.70,92214.80,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3376,SKU0297,Fasteners 0297,Fasteners,Z2-B03,Z2,584,584,0,0,22.90,13373.60,0.00,0,N,13,0,0.00,102,N,Routine,Routine: no recurring variance or recount pattern,N,5.13,Quarterly
3377,SKU0015,Tools 0015,Tools,Z3-B01,Z3,935,935,0,0,59.50,55632.50,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3378,SKU0025,Tools 0025,Tools,Z2-B03,Z2,1039,1039,0,0,96.50,100263.50,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3379,SKU0027,Fasteners 0027,Fasteners,Z2-B01,Z2,1071,1071,0,0,103.90,111276.90,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3380,SKU0034,Packaging 0034,Packaging,Z1-B02,Z1,905,905,0,0,9.80,8869.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3381,SKU0046,Consumables 0046,Consumables,Z1-B02,Z1,1110,1110,0,0,54.20,60162.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3382,SKU0051,Industrial Supplies 0051,Industrial Supplies,Z2-B01,Z2,795,795,0,0,72.70,57796.50,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3383,SKU0062,Electrical Components 0062,Electrical Components,Z1-B02,Z1,941,941,0,0,113.40,106709.40,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3384,SKU0065,Tools 0065,Tools,Z2-B03,Z2,582,582,0,0,4.50,2619.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3385,SKU0076,Consumables 0076,Consumables,Z1-B04,Z1,700,700,0,0,45.20,31640.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3386,SKU0086,Consumables 0086,Consumables,Z3-B02,Z3,786,786,0,0,82.20,64609.20,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3387,SKU0087,Fasteners 0087,Fasteners,Z3-B01,Z3,824,824,0,0,85.90,70781.60,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3388,SKU0088,Maintenance Parts 0088,Maintenance Parts,Z1-B04,Z1,847,847,0,0,89.60,75891.20,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3389,SKU0096,Consumables 0096,Consumables,Z1-B04,Z1,749,749,0,0,119.20,89280.80,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3390,SKU0099,Shipping Supplies 0099,Shipping Supplies,Z1-B01,Z1,1002,1002,0,0,10.30,10320.60,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3391,SKU0103,Safety Supplies 0103,Safety Supplies,Z2-B01,Z2,611,611,0,0,25.10,15336.10,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3392,SKU0104,Packaging 0104,Packaging,Z1-B04,Z1,677,677,0,0,28.80,19497.60,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3393,SKU0109,Shipping Supplies 0109,Shipping Supplies,Z1-B03,Z1,976,976,0,0,47.30,46164.80,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3394,SKU0115,Tools 0115,Tools,Z3-B01,Z3,891,891,0,0,69.50,61924.50,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3395,SKU0119,Shipping Supplies 0119,Shipping Supplies,Z3-B01,Z3,1153,1153,0,0,84.30,97197.90,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3396,SKU0120,Material Handling 0120,Material Handling,Z3-B04,Z3,560,560,0,0,88.00,49280.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3397,SKU0128,Maintenance Parts 0128,Maintenance Parts,Z2-B04,Z2,1045,1045,0,0,117.60,122892.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3398,SKU0128,Maintenance Parts 0128,Maintenance Parts,Z3-B04,Z3,1071,1071,0,0,117.60,125949.60,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3399,SKU0132,Electrical Components 0132,Electrical Components,Z2-B04,Z2,752,752,0,0,12.40,9324.80,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3400,SKU0133,Safety Supplies 0133,Safety Supplies,Z2-B03,Z2,818,818,0,0,16.10,13169.80,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3401,SKU0156,Consumables 0156,Consumables,Z3-B04,Z3,1075,1075,0,0,101.20,108790.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3402,SKU0181,Industrial Supplies 0181,Industrial Supplies,Z1-B03,Z1,786,786,0,0,73.70,57928.20,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3403,SKU0193,Safety Supplies 0193,Safety Supplies,Z2-B03,Z2,1141,1141,0,0,118.10,134752.10,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3404,SKU0197,Fasteners 0197,Fasteners,Z2-B03,Z2,660,660,0,0,12.90,8514.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3405,SKU0200,Material Handling 0200,Material Handling,Z3-B04,Z3,991,991,0,0,24.00,23784.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3406,SKU0203,Safety Supplies 0203,Safety Supplies,Z1-B01,Z1,1134,1134,0,0,35.10,39803.40,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3407,SKU0205,Tools 0205,Tools,Z1-B03,Z1,559,559,0,0,42.50,23757.50,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3408,SKU0250,Material Handling 0250,Material Handling,Z1-B02,Z1,1044,1044,0,0,89.00,92916.00,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3409,SKU0265,Tools 0265,Tools,Z2-B03,Z2,843,843,0,0,24.50,20653.50,0.00,0,N,13,0,0.00,101,N,Routine,Routine: no recurring variance or recount pattern,N,5.08,Quarterly
3410,SKU0002,Electrical Components 0002,Electrical Components,Z1-B02,Z1,636,636,0,0,11.40,7250.40,0.00,0,N,13,0,0.00,100,N,Routine,Routine: no recurring variance or recount pattern,N,5.03,Quarterly
3411,SKU0018,Maintenance Parts 0018,Maintenance Parts,Z1-B02,Z1,1055,1055,0,0,70.60,74483.00,0.00,0,N,13,0,0.00,100,N,Routine,Routine: no recurring variance or recount pattern,N,5.03,Quarterly
3412,SKU0024,Packaging 0024,Packaging,Z2-B04,Z2,977,977,0,0,92.80,90665.60,0.00,0,N,13,0,0.00,100,N,Routine,Routine: no recurring variance or recount pattern,N,5.03,Quarterly
3413,SKU0031,Industrial Supplies 0031,Industrial Supplies,Z1-B01,Z1,738,738,0,0,118.70,87600.60,0.00,0,N,13,0,0.00,100,N,Routine,Routine: no recurring variance or recount pattern,N,5.03,Quarterly
3414,SKU0033,Safety Supplies 0033,Safety Supplies,Z2-B03,Z2,881,881,0,0,6.10,5374.10,0.00,0,N,13,0,0.00,100,N,Routine,Routine: no recurring variance or recount pattern,N,5.03,Quarterly
3415,SKU0052,Electrical Components 0052,Electrical Components,Z2-B04,Z2,1018,1018,0,0,76.40,77775.20,0.00,0,N,13,0,0.00,100,N,Routine,Routine: no recurring variance or recount pattern,N,5.03,Quarterly
