priority_rank,sku,product_name,category,supplier,location,zone,system_qty,physical_qty,quantity_variance,absolute_quantity_variance,unit_cost,inventory_value,cumulative_adjustment_value,average_daily_demand,days_of_supply,reorder_point,safety_stock,lead_time_days,stockout_risk_flag,historical_stockout_observation_count,variance_event_count,materiality_flag,risk_tier,risk_reason,current_action_flag,priority_score,recommended_count_frequency
2708,SKU0160,Material Handling 0160,Material Handling,Summit Packaging,Z2-B04,Z2,320,320,0,4.0,116.00,37120.00,464.00,11.39,28.10,20,10,8,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.82,Monthly
2709,SKU0124,Packaging 0124,Packaging,Harbor Safety,Z3-B04,Z3,636,636,0,4.0,102.80,65380.80,411.20,11.00,57.82,24,30,8,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.80,Monthly
2710,SKU0018,Maintenance Parts 0018,Maintenance Parts,Cedar Components,Z3-B03,Z3,65,65,0,8.0,70.60,4589.00,564.80,11.42,5.69,58,20,4,N,49,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.80,Monthly
2711,SKU0286,Consumables 0286,Consumables,Atlas Industrial,Z3-B02,Z3,656,656,0,4.0,102.20,67043.20,408.80,10.92,60.09,46,40,8,N,16,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.76,Monthly
2712,SKU0094,Packaging 0094,Packaging,Harbor Safety,Z3-B04,Z3,199,199,0,4.0,111.80,22248.20,447.20,11.39,17.47,94,40,14,N,100,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.72,Monthly
2713,SKU0126,Consumables 0126,Consumables,Atlas Industrial,Z2-B03,Z2,61,61,0,5.0,110.20,6722.20,551.00,11.36,5.37,46,40,4,N,99,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.70,Monthly
2714,SKU0145,Tools 0145,Tools,Summit Packaging,Z2-B01,Z2,277,277,0,8.0,60.50,16758.50,484.00,11.17,24.81,95,15,11,N,8,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.70,Monthly
2715,SKU0187,Fasteners 0187,Fasteners,Blue Ridge Supply,Z3-B03,Z3,465,465,0,4.0,95.90,44593.50,383.60,10.81,43.03,77,25,17,N,61,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.68,Monthly
2716,SKU0284,Packaging 0284,Packaging,Harbor Safety,Z3-B04,Z3,671,671,0,4.0,94.80,63610.80,379.20,11.47,58.49,24,30,12,N,3,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.65,Monthly
2717,SKU0118,Maintenance Parts 0118,Maintenance Parts,Cedar Components,Z2-B01,Z2,252,252,0,5.0,80.60,20311.20,403.00,11.75,21.45,38,40,20,N,153,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.65,Monthly
2718,SKU0094,Packaging 0094,Packaging,Harbor Safety,Z1-B04,Z1,193,193,0,4.0,111.80,21577.40,447.20,11.39,16.95,94,40,14,N,74,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.63,Monthly
2719,SKU0087,Fasteners 0087,Fasteners,Blue Ridge Supply,Z2-B02,Z2,625,625,0,4.0,85.90,53687.50,343.60,11.08,56.39,97,45,19,N,43,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.62,Monthly
2720,SKU0218,Maintenance Parts 0218,Maintenance Parts,Cedar Components,Z2-B04,Z2,511,511,0,4.0,90.60,46296.60,362.40,11.47,44.54,98,20,18,N,40,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.60,Monthly
2721,SKU0176,Consumables 0176,Consumables,Atlas Industrial,Z3-B01,Z3,556,556,0,8.0,55.20,30691.20,441.60,10.92,50.93,36,10,12,N,22,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.57,Monthly
2722,SKU0178,Maintenance Parts 0178,Maintenance Parts,Cedar Components,Z1-B01,Z1,277,277,0,8.0,62.60,17340.20,500.80,10.97,25.25,58,20,8,N,25,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.57,Monthly
2723,SKU0016,Consumables 0016,Consumables,Atlas Industrial,Z1-B03,Z1,198,198,0,8.0,63.20,12513.60,505.60,11.36,17.43,36,10,8,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.55,Monthly
2724,SKU0249,Shipping Supplies 0249,Shipping Supplies,Harbor Safety,Z1-B04,Z1,641,641,0,4.0,85.30,54677.30,341.20,11.61,55.21,39,15,19,N,49,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.54,Monthly
2725,SKU0049,Shipping Supplies 0049,Shipping Supplies,Harbor Safety,Z3-B03,Z3,269,269,0,8.0,65.30,17565.70,522.40,11.25,23.91,79,15,5,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.53,Monthly
2726,SKU0123,Safety Supplies 0123,Safety Supplies,Cedar Components,Z3-B02,Z3,269,269,0,4.0,99.10,26657.90,396.40,11.17,24.09,93,25,19,N,109,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.53,Monthly
2727,SKU0205,Tools 0205,Tools,Summit Packaging,Z3-B01,Z3,398,398,0,10.0,42.50,16915.00,425.00,11.61,34.28,35,35,17,N,40,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.52,Monthly
2728,SKU0014,Packaging 0014,Packaging,Harbor Safety,Z3-B02,Z3,502,502,0,8.0,55.80,28011.60,446.40,11.00,45.64,94,40,12,N,38,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.52,Monthly
2729,SKU0027,Fasteners 0027,Fasteners,Blue Ridge Supply,Z3-B03,Z3,386,386,0,4.0,103.90,40105.40,415.60,11.25,34.31,77,25,13,N,44,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.48,Monthly
2730,SKU0057,Fasteners 0057,Fasteners,Blue Ridge Supply,Z3-B03,Z3,860,860,0,4.0,94.90,81614.00,379.60,11.17,77.01,87,15,7,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.47,Monthly
2731,SKU0191,Industrial Supplies 0191,Industrial Supplies,Atlas Industrial,Z2-B01,Z2,363,363,0,4.0,110.70,40184.10,442.80,11.22,32.35,41,45,9,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.40,Monthly
2732,SKU0272,Electrical Components 0272,Electrical Components,Blue Ridge Supply,Z2-B04,Z2,422,422,0,8.0,50.40,21268.80,403.20,11.75,35.91,52,10,18,N,77,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.37,Monthly
2733,SKU0031,Industrial Supplies 0031,Industrial Supplies,Atlas Industrial,Z2-B01,Z2,326,326,0,4.0,118.70,38696.20,474.80,11.36,28.69,41,45,5,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.37,Monthly
2734,SKU0291,Industrial Supplies 0291,Industrial Supplies,Atlas Industrial,Z3-B02,Z3,214,214,0,4.0,120.70,25829.80,482.80,11.25,19.02,21,25,7,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.35,Monthly
2735,SKU0022,Electrical Components 0022,Electrical Components,Blue Ridge Supply,Z3-B03,Z3,300,300,0,5.0,85.40,25620.00,427.00,10.92,27.48,22,40,14,N,46,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.32,Monthly
2736,SKU0188,Maintenance Parts 0188,Maintenance Parts,Cedar Components,Z2-B01,Z2,733,733,0,4.0,99.60,73006.80,398.40,10.94,66.97,88,30,6,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.32,Monthly
2737,SKU0029,Shipping Supplies 0029,Shipping Supplies,Harbor Safety,Z1-B02,Z1,304,304,0,4.0,111.30,33835.20,445.20,11.61,26.18,99,35,9,N,27,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.28,Monthly
2738,SKU0078,Maintenance Parts 0078,Maintenance Parts,Cedar Components,Z1-B02,Z1,806,806,0,8.0,52.60,42395.60,420.80,10.94,73.64,78,40,10,N,2,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.28,Monthly
2739,SKU0088,Maintenance Parts 0088,Maintenance Parts,Cedar Components,Z2-B04,Z2,906,906,0,4.0,89.60,81177.60,358.40,10.92,82.99,28,10,8,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.27,Monthly
2740,SKU0023,Safety Supplies 0023,Safety Supplies,Cedar Components,Z2-B01,Z2,389,389,0,4.0,89.10,34659.90,356.40,10.83,35.91,33,45,21,N,88,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.23,Monthly
2741,SKU0047,Fasteners 0047,Fasteners,Blue Ridge Supply,Z2-B03,Z2,439,439,0,8.0,57.90,25418.10,463.20,11.19,39.22,57,45,9,N,20,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.21,Monthly
2742,SKU0110,Material Handling 0110,Material Handling,Summit Packaging,Z3-B02,Z3,341,341,0,8.0,51.00,17391.00,408.00,10.92,31.24,30,40,18,N,42,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.13,Monthly
2743,SKU0118,Maintenance Parts 0118,Maintenance Parts,Cedar Components,Z1-B03,Z1,636,636,0,4.0,80.60,51261.60,322.40,11.75,54.13,38,40,20,N,45,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.09,Monthly
2744,SKU0209,Shipping Supplies 0209,Shipping Supplies,Harbor Safety,Z2-B01,Z2,457,457,0,8.0,57.30,26186.10,458.40,10.81,42.29,79,15,9,N,19,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.07,Monthly
2745,SKU0124,Packaging 0124,Packaging,Harbor Safety,Z1-B04,Z1,515,515,0,4.0,102.80,52942.00,411.20,11.00,46.82,24,30,8,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.06,Monthly
2746,SKU0127,Fasteners 0127,Fasteners,Blue Ridge Supply,Z3-B01,Z3,159,159,0,4.0,113.90,18110.10,455.60,11.58,13.73,57,45,11,N,23,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.05,Monthly
2747,SKU0019,Shipping Supplies 0019,Shipping Supplies,Harbor Safety,Z1-B02,Z1,773,773,0,5.0,74.30,57433.90,371.50,11.64,66.42,69,25,11,N,8,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.04,Monthly
2748,SKU0125,Tools 0125,Tools,Summit Packaging,Z1-B01,Z1,174,174,0,4.0,106.50,18531.00,426.00,11.22,15.50,35,35,15,N,143,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.02,Monthly
2749,SKU0143,Safety Supplies 0143,Safety Supplies,Cedar Components,Z2-B02,Z2,313,313,0,8.0,53.10,16620.30,424.80,10.81,28.97,73,45,15,N,73,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,21.01,Monthly
2750,SKU0056,Consumables 0056,Consumables,Atlas Industrial,Z3-B02,Z3,405,405,0,4.0,91.20,36936.00,364.80,10.94,37.01,76,10,18,N,64,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.99,Monthly
2751,SKU0047,Fasteners 0047,Fasteners,Blue Ridge Supply,Z2-B04,Z2,318,318,0,8.0,57.90,18412.20,463.20,11.19,28.41,57,45,9,N,9,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.98,Monthly
2752,SKU0014,Packaging 0014,Packaging,Harbor Safety,Z3-B03,Z3,338,338,0,8.0,55.80,18860.40,446.40,11.00,30.73,94,40,12,N,60,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.96,Monthly
2753,SKU0288,Maintenance Parts 0288,Maintenance Parts,Cedar Components,Z3-B02,Z3,482,482,0,4.0,109.60,52827.20,438.40,10.97,43.93,68,10,4,N,2,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.95,Monthly
2754,SKU0129,Shipping Supplies 0129,Shipping Supplies,Harbor Safety,Z3-B04,Z3,132,132,0,4.0,121.30,16011.60,485.20,11.64,11.34,79,15,7,N,3,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.94,Monthly
2755,SKU0291,Industrial Supplies 0291,Industrial Supplies,Atlas Industrial,Z1-B02,Z1,134,134,0,4.0,120.70,16173.80,482.80,11.25,11.91,21,25,7,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.93,Monthly
2756,SKU0156,Consumables 0156,Consumables,Atlas Industrial,Z2-B03,Z2,223,223,0,4.0,101.20,22567.60,404.80,10.97,20.32,56,30,16,N,36,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.91,Monthly
2757,SKU0158,Maintenance Parts 0158,Maintenance Parts,Cedar Components,Z2-B01,Z2,220,220,0,4.0,108.60,23892.00,434.40,11.33,19.41,78,40,12,N,75,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.91,Monthly
2758,SKU0244,Packaging 0244,Packaging,Harbor Safety,Z3-B04,Z3,601,601,0,5.0,66.80,40146.80,334.00,10.97,54.77,64,30,20,N,43,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.91,Monthly
2759,SKU0224,Packaging 0224,Packaging,Harbor Safety,Z3-B01,Z3,316,316,0,4.0,112.80,35644.80,451.20,11.33,27.88,84,10,6,N,23,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.83,Monthly
2760,SKU0217,Fasteners 0217,Fasteners,Blue Ridge Supply,Z3-B03,Z3,811,811,0,4.0,86.90,70475.90,347.60,11.64,69.68,87,15,11,N,1,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.81,Monthly
2761,SKU0078,Maintenance Parts 0078,Maintenance Parts,Cedar Components,Z3-B03,Z3,687,687,0,8.0,52.60,36136.20,420.80,10.94,62.77,78,40,10,N,8,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.76,Monthly
2762,SKU0209,Shipping Supplies 0209,Shipping Supplies,Harbor Safety,Z2-B02,Z2,315,315,0,8.0,57.30,18049.50,458.40,10.81,29.15,79,15,9,N,24,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.75,Monthly
2763,SKU0078,Maintenance Parts 0078,Maintenance Parts,Cedar Components,Z3-B04,Z3,610,610,0,8.0,52.60,32086.00,420.80,10.94,55.74,78,40,10,N,12,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.66,Monthly
2764,SKU0107,Fasteners 0107,Fasteners,Blue Ridge Supply,Z1-B02,Z1,521,521,0,10.0,39.90,20787.90,399.00,11.64,44.76,77,25,15,N,35,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.65,Monthly
2765,SKU0093,Safety Supplies 0093,Safety Supplies,Cedar Components,Z2-B04,Z2,327,327,0,4.0,108.10,35348.70,432.40,11.25,29.07,83,35,7,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.61,Monthly
2766,SKU0143,Safety Supplies 0143,Safety Supplies,Cedar Components,Z2-B03,Z2,200,200,0,8.0,53.10,10620.00,424.80,10.81,18.51,73,45,15,N,144,4,N,Routine,Routine: neither current quantity trigger is met,N,20.60,Monthly
2767,SKU0255,Tools 0255,Tools,Summit Packaging,Z2-B02,Z2,342,342,0,4.0,107.50,36765.00,430.00,11.17,30.63,25,45,7,N,17,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.56,Monthly
2768,SKU0284,Packaging 0284,Packaging,Harbor Safety,Z1-B04,Z1,468,468,0,4.0,94.80,44366.40,379.20,11.47,40.79,24,30,12,N,30,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.54,Monthly
2769,SKU0056,Consumables 0056,Consumables,Atlas Industrial,Z1-B02,Z1,286,286,0,4.0,91.20,26083.20,364.80,10.94,26.13,76,10,18,N,78,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.51,Monthly
2770,SKU0174,Packaging 0174,Packaging,Harbor Safety,Z3-B02,Z3,554,554,0,8.0,47.80,26481.20,382.40,11.47,48.29,94,40,16,N,29,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.48,Monthly
2771,SKU0062,Electrical Components 0062,Electrical Components,Blue Ridge Supply,Z3-B03,Z3,262,262,0,4.0,113.40,29710.80,453.60,11.42,22.95,62,40,6,N,22,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.48,Monthly
2772,SKU0026,Consumables 0026,Consumables,Atlas Industrial,Z2-B03,Z2,553,553,0,4.0,100.20,55410.60,400.80,11.33,48.79,66,20,6,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.47,Monthly
2773,SKU0244,Packaging 0244,Packaging,Harbor Safety,Z1-B04,Z1,495,495,0,5.0,66.80,33066.00,334.00,10.97,45.11,64,30,20,N,46,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.47,Monthly
2774,SKU0213,Safety Supplies 0213,Safety Supplies,Cedar Components,Z2-B04,Z2,280,280,0,5.0,72.10,20188.00,360.50,11.22,24.95,43,35,19,N,121,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.43,Monthly
2775,SKU0122,Electrical Components 0122,Electrical Components,Blue Ridge Supply,Z2-B02,Z2,403,403,0,4.0,95.40,38446.20,381.60,10.94,36.82,82,20,12,N,18,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.35,Monthly
2776,SKU0224,Packaging 0224,Packaging,Harbor Safety,Z1-B02,Z1,227,227,0,4.0,112.80,25605.60,451.20,11.33,20.03,84,10,6,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.35,Monthly
2777,SKU0189,Shipping Supplies 0189,Shipping Supplies,Harbor Safety,Z2-B03,Z2,184,184,0,4.0,103.30,19007.20,413.20,11.17,16.48,99,35,13,N,108,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.30,Monthly
2778,SKU0250,Material Handling 0250,Material Handling,Summit Packaging,Z2-B02,Z2,209,209,0,5.0,89.00,18601.00,445.00,11.75,17.79,50,20,8,N,35,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.30,Monthly
2779,SKU0253,Safety Supplies 0253,Safety Supplies,Cedar Components,Z2-B04,Z2,303,303,0,4.0,100.10,30330.30,400.40,10.81,28.04,83,35,11,N,21,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.29,Monthly
2780,SKU0286,Consumables 0286,Consumables,Atlas Industrial,Z3-B04,Z3,384,384,0,4.0,102.20,39244.80,408.80,10.92,35.18,46,40,8,N,7,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.29,Monthly
2781,SKU0248,Maintenance Parts 0248,Maintenance Parts,Cedar Components,Z2-B04,Z2,786,786,0,4.0,81.60,64137.60,326.40,11.39,69.01,28,10,12,N,13,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.28,Monthly
2782,SKU0187,Fasteners 0187,Fasteners,Blue Ridge Supply,Z1-B04,Z1,186,186,0,4.0,95.90,17837.40,383.60,10.81,17.21,77,25,17,N,145,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.27,Monthly
2783,SKU0029,Shipping Supplies 0029,Shipping Supplies,Harbor Safety,Z2-B03,Z2,156,156,0,4.0,111.30,17362.80,445.20,11.61,13.44,99,35,9,N,87,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.26,Monthly
2784,SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z3-B01,Z3,160,160,0,8.0,60.00,9600.00,480.00,11.00,14.55,20,10,6,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.20,Monthly
2785,SKU0155,Tools 0155,Tools,Summit Packaging,Z1-B01,Z1,461,461,0,4.0,97.50,44947.50,390.00,10.83,42.55,45,25,9,N,12,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.18,Monthly
2786,SKU0242,Electrical Components 0242,Electrical Components,Blue Ridge Supply,Z2-B03,Z2,203,203,0,8.0,59.40,12058.20,475.20,10.92,18.60,42,20,6,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.17,Monthly
2787,SKU0115,Tools 0115,Tools,Summit Packaging,Z1-B01,Z1,475,475,0,5.0,69.50,33012.50,347.50,11.25,42.22,85,25,17,N,59,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,20.14,Monthly
